,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
3168,2018 Maruti Swift,Manual,RXT Manual,"16,336 km",1st Owner,Petrol,Jaipur,"₹5,48,099"
3169,2020 Hyundai Elite i20,Manual,VDI BS IV Manual,"38,346 km",1st Owner,Petrol,Jaipur,"₹7,10,799"
3170,2013 Hyundai i20,Manual,Zxi Manual,"4,152 km",1st Owner,Petrol,Jaipur,"₹11,16,999"
3171,2015 Mahindra Scorpio,Automatic,ASTA 1.2 Manual,"12,165 km",2nd Owner,Petrol,Jaipur,"₹4,54,399"
3172,2019 Honda WR-V,Manual,VX MT PETROL Manual,"38,544 km",1st Owner,Petrol,Jaipur,"₹6,08,999"
3173,2016 Hyundai Eon,Manual,VXI ABS Manual,"9,953 km",1st Owner,Petrol,Jaipur,"₹5,11,699"
3174,2018 Maruti Wagon R 1.0,Manual,VXI Manual,"3,772 km",1st Owner,Petrol,Jaipur,"₹3,11,499"
3175,2020 Volkswagen Vento,Automatic,XZ+ 1.2 Manual,"61,810 km",1st Owner,Petrol,Jaipur,"₹3,01,999"
3176,2015 Hyundai Creta,,GTX 1.4 GDI AT PETROL Automatic,"73,600 km",2nd Owner,Petrol,Jaipur,"₹7,65,999"
3177,2014 Hyundai Eon,Manual,Power+ SLX Manual,"59,292 km",1st Owner,Petrol,Jaipur,"₹2,90,099"
3178,2019 Hyundai Elite i20,Manual,1.6 SX VTVT Manual,"91,564 km",1st Owner,Petrol,Jaipur,"₹6,00,099"
3179,2017 Hyundai Elite i20,Manual,1.6 SX CRDI Manual,"13,139 km",1st Owner,Petrol,Jaipur,"₹4,44,899"
3180,2019 KIA SELTOS,Manual,1.6 SX+ VTVT AT Automatic,"78,136 km",1st Owner,Diesel,Jaipur,"₹5,29,499"
3181,2012 Hyundai i10,Manual,SPORTZ PETROL Manual,"17,750 km",2nd Owner,Petrol,Jaipur,"₹4,61,899"
3182,2017 Maruti Alto K10,Manual,1.5 TITANIUM TI VCT AT Automatic,"39,672 km",1st Owner,Petrol + CNG,Jaipur,"₹6,23,999"
3183,2019 Hyundai Creta,Manual,VX MT PETROL Manual,"51,370 km",1st Owner,Diesel,Jaipur,"₹7,42,299"
3184,2017 Hyundai Elite i20,Manual,ZXI+ BS IV Manual,"69,917 km",1st Owner,Petrol,Jaipur,"₹3,80,199"
3185,2018 Maruti Wagon R 1.0,Manual,1.0 RXL PETROL Manual,"35,960 km",1st Owner,Petrol,Jaipur,"₹6,35,299"
3186,2020 Hyundai GRAND I10 NIOS,Manual,ZETA SHVS PETROL Manual,"29,056 km",1st Owner,Petrol,Jaipur,"₹8,94,299"
3187,2019 Maruti Baleno,Manual,SX+ AT,"23,366 km",1st Owner,Diesel,Jaipur,"₹7,52,999"
3188,2018 Maruti IGNIS,Manual,VXI Manual,"16,548 km",1st Owner,Petrol,Jaipur,"₹6,19,699"
3189,2021 Hyundai GRAND I10 NIOS,Manual,1.2 SPORTS PLUS VTVT Manual,"24,716 km",1st Owner,Diesel,Jaipur,"₹9,58,599"
3190,2018 Renault Kwid,Manual,SPORTZ 1.4 CRDI Manual,"69,290 km",1st Owner,Petrol,Jaipur,"₹6,30,799"
3191,2018 Hyundai Elite i20,Manual,S10 AT Automatic,"37,778 km",1st Owner,Petrol,Jaipur,"₹4,97,999"
3192,2019 Honda Amaze,Manual,1.2 i-VTEC S MT Manual,"1,82,731 km",1st Owner,Petrol,Jaipur,"₹6,37,299"
3193,2019 Ford Ecosport,Manual,ERA PLUS Manual,"40,880 km",1st Owner,Petrol,Jaipur,"₹5,91,099"
3194,2016 Ford Ecosport,Manual,LXI Manual,"38,258 km",1st Owner,Petrol,Jaipur,"₹6,38,699"
3195,2014 Mercedes Benz E Class,Automatic,HIGHLINE PLUS 1.0 TSI AT Automatic,"30,866 km",1st Owner,Petrol,Jaipur,"₹4,33,899"
3196,2017 Hyundai Elite i20,Manual,1.4 S CRDI,"59,240 km",1st Owner,Petrol,Jaipur,"₹3,75,299"
3197,2017 Maruti OMNI E,Manual,ERA PLUS Manual,"11,756 km",1st Owner,Diesel,Jaipur,"₹8,59,799"
3198,2017 Maruti Dzire,Manual,1.2 SPORTS PLUS VTVT Manual,"59,743 km",1st Owner,Diesel,Jaipur,"₹8,19,599"
3199,2015 Ford Ecosport,Manual,Magna Executive 1.2 Manual,"95,903 km",1st Owner,Petrol,Jaipur,"₹9,49,399"
3200,2019 Hyundai GRAND I10 NIOS,Manual,HTK PLUS 1.5 PETROL Manual,"72,576 km",1st Owner,Diesel,Jaipur,"₹4,82,399"
3201,2019 Maruti Swift,Manual,SPORTZ 1.2 KAPPA2 Manual,"40,305 km",1st Owner,Diesel,Jaipur,"₹4,99,399"
3202,2018 Hyundai Elite i20,Manual,VXI Manual,"37,906 km",1st Owner,Petrol,Jaipur,"₹4,59,099"
3203,2019 Ford Ecosport,Manual,1.6 SX CRDI Manual,"22,256 km",1st Owner,Petrol,Jaipur,"₹7,01,199"
3204,2018 Maruti Alto K10,Manual,ASTA 1.2 (O) Manual,"12,049 km",2nd Owner,Diesel,Jaipur,"₹3,42,799"
3205,2021 Maruti Vitara Brezza,Manual,VXI Manual,"35,084 km",1st Owner,Petrol,Jaipur,"₹2,91,199"
3206,2020 Honda City,Manual,SPORTZ PETROL Manual,"1,941 km",1st Owner,Petrol,Jaipur,"₹4,79,599"
3207,2019 Hyundai Verna,Manual,DELTA 1.2 K12 Manual,"53,913 km",1st Owner,Petrol,Jaipur,"₹4,74,799"
3208,2020 Hyundai GRAND I10 NIOS,Automatic,ZETA 1.2 K12 Manual,"33,618 km",2nd Owner,Petrol,Jaipur,"₹3,41,899"
3209,2020 Hyundai GRAND I10 NIOS,Automatic,ERA PETROL Manual,"1,16,908 km",1st Owner,Petrol,Jaipur,"₹3,37,399"
3210,2019 Maruti Baleno,Manual,RXT Opt Manual,"25,594 km",1st Owner,Diesel,Jaipur,"₹3,21,499"
3211,2021 Renault Kwid,Manual,ASTA 1.2 (O) Manual,"56,275 km",2nd Owner,Diesel,Jaipur,"₹4,19,799"
3212,2021 Hyundai GRAND I10 NIOS,Manual,1.2 SMT I VTEC Manual,"19,095 km",2nd Owner,Diesel,Jaipur,"₹4,95,899"
3213,2018 Honda Amaze,Manual,1.5 TITANIUM + (SUNROOF) Manual,"4,724 km",1st Owner,Petrol,Jaipur,"₹4,75,299"
3214,2019 MG HECTOR,Manual,1.5 TREND+ TDCI Manual,"22,331 km",1st Owner,Petrol,Jaipur,"₹3,45,499"
3215,2016 Maruti Swift,Manual,E 250 CDI ELEGANCE Automatic,"17,903 km",1st Owner,Petrol,Jaipur,"₹4,61,999"
3216,2018 Maruti Dzire,Manual,SPORTZ 1.2 Manual,"27,076 km",1st Owner,Petrol,Jaipur,"₹3,26,399"
3217,2019 Maruti Alto K10,Manual,8 STR Manual,"32,197 km",1st Owner,Petrol,Jaipur,"₹3,86,599"
3218,2019 Maruti Dzire,Manual,VDI Manual,"43,365 km",1st Owner,Diesel,Jaipur,"₹4,13,399"
3219,2016 Maruti Baleno,Manual,1.5 TITANIUM TI VCT Manual,"1,40,020 km",1st Owner,Diesel,Jaipur,"₹5,04,999"
3220,2018 Maruti Swift,,SPORTZ PETROL Manual,"18,341 km",1st Owner,Petrol,Jaipur,"₹8,89,899"
3221,2020 Maruti XL6,Manual,VXI Manual,"23,013 km",1st Owner,Petrol,Jaipur,"₹3,75,999"
3222,2018 Maruti Baleno,Manual,ASTA 1.2 (O) Manual,"39,360 km",1st Owner,Petrol,Jaipur,"₹3,64,999"
3223,2017 Maruti Baleno,Manual,1.5TITANIUM TDCI Manual,"43,062 km",2nd Owner,Petrol,Jaipur,"₹4,08,699"
3224,2015 Maruti Swift,Manual,VXI (O) AMT Manual,"64,128 km",1st Owner,Petrol,Jaipur,"₹6,70,099"
3225,2018 Hyundai Creta,Manual,ZXI + Manual,"10,224 km",1st Owner,Petrol,Jaipur,"₹7,19,599"
3226,2020 Ford Ecosport,Manual,ZX MT PETROL Manual,"23,329 km",1st Owner,Petrol,Jaipur,"₹4,34,999"
3227,2017 Hyundai Eon,Manual,1.6 SX VTVT (O) Manual,"7,197 km",1st Owner,Petrol,Jaipur,"₹11,84,199"
3228,2017 Maruti Celerio,Manual,SPORTZ 1.2 AT Automatic,"15,937 km",1st Owner,Petrol,Jaipur,"₹6,28,099"
3229,2020 Ford Ecosport,Manual,SPORTZ 1.2 AT Automatic,"12,183 km",1st Owner,Diesel,Jaipur,"₹7,12,999"
3230,2018 Hyundai Creta,Manual,DELTA 1.2 K12 Manual,"1,66,331 km",1st Owner,Petrol,Jaipur,"₹4,95,099"
3231,2018 Hyundai Eon,Manual,RXT Manual,"78,722 km",2nd Owner,Petrol,Jaipur,"₹8,88,599"
3232,2018 Ford Ecosport,Manual,SPORTZ PETROL Manual,354 km,1st Owner,Petrol,Jaipur,"₹4,70,699"
3233,2018 Ford Ecosport,Manual,1.2 SMT I VTEC Manual,"78,240 km",1st Owner,Petrol,Jaipur,"₹5,57,399"
3234,2020 MG HECTOR,Automatic,SHARP HYBIRD PETROL MT Manual,"21,347 km",1st Owner,Petrol,Jaipur,"₹3,44,799"
3235,2012 Hyundai i10,Manual,VXI Manual,"17,158 km",1st Owner,Petrol,Jaipur,"₹6,15,399"
3236,2018 Maruti Swift,Manual,VXI Manual,"96,334 km",2nd Owner,Petrol,Jaipur,"₹2,90,499"
3237,2018 Hyundai Eon,Manual,VXI Manual,"1,06,339 km",1st Owner,Diesel,Jaipur,"₹5,13,699"
3238,2020 Maruti Baleno,Manual,VXI Manual,"13,662 km",1st Owner,Petrol,Jaipur,"₹4,47,299"
3239,2020 Maruti Baleno,Manual,SIGMA 1.2 K12 Manual,"31,722 km",1st Owner,Diesel,Jaipur,"₹4,84,799"
3240,2019 Hyundai NEW SANTRO,,ZXI+ BS IV,"32,758 km",1st Owner,Petrol,Jaipur,"₹4,85,199"
3241,2018 Maruti Dzire,Manual,ALPHA SHVS MT Manual,"64,409 km",1st Owner,Petrol,Jaipur,"₹13,66,399"
3242,2016 Maruti Swift,Manual,DELTA 1.2 K12 Manual,"43,975 km",1st Owner,Petrol,Jaipur,"₹5,31,999"
3243,2015 Maruti Alto 800,Manual,ZETA 1.2 K12 Manual,"34,995 km",1st Owner,Petrol,Jaipur,"₹4,02,099"
3244,2014 Hyundai Grand i10,Manual,ZDI Manual,"29,212 km",1st Owner,Petrol,Jaipur,"₹6,93,399"
3245,2019 Maruti Baleno,Manual,1.6 SX CRDI Manual,"31,103 km",1st Owner,Petrol,Jaipur,"₹6,40,999"
3246,2019 Maruti Baleno,Manual,1.5 TITANIUM TI VCT Manual,"5,616 km",1st Owner,Petrol,Jaipur,"₹6,40,599"
3247,2019 Maruti Vitara Brezza,Manual,ERA PLUS Manual,"25,374 km",1st Owner,Petrol,Jaipur,"₹2,97,899"
3248,2019 Maruti Baleno,Manual,VXI Manual,"60,896 km",1st Owner,Petrol,Jaipur,"₹2,98,599"
3249,2016 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,383 km,1st Owner,Petrol,Jaipur,"₹14,27,999"
3250,2017 Hyundai Creta,Manual,1.6 SX CRDI Manual,"22,283 km",2nd Owner,Diesel,Jaipur,"₹9,73,399"
3251,2019 Maruti Baleno,Manual,ERA PLUS Manual,"29,767 km",2nd Owner,Diesel,Jaipur,"₹7,74,699"
3252,2019 Hyundai NEW SANTRO,Manual,1.5 TITANIUM PLUS TI VCT AT Manual,"10,648 km",1st Owner,Petrol,Jaipur,"₹3,29,299"
3253,2019 Maruti Baleno,Manual,1.5TITANIUM TDCI Manual,"18,439 km",1st Owner,Petrol,Jaipur,"₹3,56,899"
3254,2018 Maruti Celerio X,Automatic,SHARP DCT PETROL Automatic,"82,104 km",2nd Owner,Petrol,Jaipur,"₹4,12,799"
3255,2017 Maruti Vitara Brezza,Manual,MAGNA 1.2 KAPPA2 Manual,"18,424 km",1st Owner,Petrol,Jaipur,"₹4,85,799"
3256,2015 Maruti Alto 800,Manual,VDI Manual,"64,945 km",2nd Owner,Diesel,Jaipur,"₹3,43,399"
3257,2019 Maruti IGNIS,Manual,ERA PLUS Manual,"7,014 km",1st Owner,Petrol,Jaipur,"₹12,34,699"
3258,2017 Maruti Wagon R 1.0,Manual,DELTA 1.2 K12 Manual,"1,10,342 km",1st Owner,Petrol,Jaipur,"₹5,39,899"
3259,2019 Maruti IGNIS,Manual,DELTA 1.2 K12 Manual,"97,822 km",2nd Owner,Petrol,Jaipur,"₹6,14,699"
3260,2018 Hyundai Grand i10,Manual,ERA 1.1,"26,674 km",1st Owner,Petrol,Jaipur,"₹4,66,799"
3261,2018 Maruti Dzire,Manual,VDI Manual,"28,163 km",1st Owner,Petrol,Jaipur,"₹5,75,899"
3262,2016 Maruti Wagon R 1.0,Manual,VXI Manual,"64,201 km",1st Owner,Petrol,Jaipur,"₹4,51,999"
3263,2019 Maruti S PRESSO,Automatic,VXI Manual,"17,118 km",1st Owner,Diesel,Jaipur,"₹9,37,199"
3264,2019 Maruti Celerio,Manual,SPORTS 1.2 VTVT Manual,"3,893 km",1st Owner,Petrol,Jaipur,"₹5,26,599"
3265,2016 Maruti Alto K10,Manual,ZETA 1.2 K12 Manual,"3,708 km",1st Owner,Petrol,Jaipur,"₹4,18,999"
3266,2016 Maruti Alto K10,Manual,DELTA 1.2 K12 Manual,"13,925 km",1st Owner,Petrol,Jaipur,"₹10,29,599"
3267,2020 Maruti Celerio,Manual,ZDI Manual,"74,800 km",1st Owner,Petrol,Jaipur,"₹5,21,399"
3268,2019 Maruti Alto,Manual,DELTA 1.2 K12 Manual,"4,347 km",1st Owner,Petrol,Jaipur,"₹3,10,699"
3269,2016 Maruti Wagon R 1.0,Manual,1.5TITANIUM TDCI Manual,"12,800 km",1st Owner,Petrol,Jaipur,"₹3,89,999"
3270,2018 Hyundai Grand i10,Manual,1.6 SX CRDI Manual,"16,281 km",2nd Owner,Petrol,Jaipur,"₹4,68,899"
3271,2019 Maruti Alto,Manual,DELTA 1.2 K12 Manual,"6,152 km",1st Owner,Petrol,Jaipur,"₹5,26,499"
3272,2019 Maruti Alto,Manual,ERA 1.1 Manual,"3,212 km",1st Owner,Petrol,Jaipur,"₹8,57,499"
3273,2019 Maruti Alto,Manual,DELTA 1.2 K12 Manual,"41,914 km",1st Owner,Petrol,Jaipur,"₹7,89,299"
3274,2020 Hyundai NEW SANTRO,Manual,Zxi AMT Automatic,"11,371 km",1st Owner,Diesel,Jaipur,"₹3,01,899"
3275,2017 Maruti Alto K10,Manual,ZDI Manual,"43,627 km",1st Owner,Diesel,Jaipur,"₹9,09,699"
3276,2019 Maruti Alto,Manual,LXI Manual,"9,254 km",1st Owner,Petrol,Jaipur,"₹16,43,399"
3277,2018 Hyundai NEW SANTRO,Manual,ZETA 1.2 K12 Manual,"31,030 km",1st Owner,Petrol,Jaipur,"₹7,85,199"
3278,2019 Maruti Eeco,Manual,VXI Manual,"12,445 km",1st Owner,Diesel,Jaipur,"₹8,33,199"
3279,2018 Maruti Celerio,Manual,ALPHA 1.2 K12 Manual,"60,825 km",3rd Owner,Petrol,Jaipur,"₹7,93,499"
3280,2019 Maruti Eeco,Manual,MAGNA 1.2 KAPPA VTVT Manual,"40,734 km",1st Owner,Petrol,Jaipur,"₹10,59,699"
3281,2019 Maruti Eeco,Manual,VXI Manual,"9,504 km",1st Owner,Petrol,Jaipur,"₹6,03,399"
3282,2019 Maruti Eeco,Manual,VXI Manual,"22,287 km",1st Owner,Petrol,Jaipur,"₹6,19,599"
3283,2020 Maruti S PRESSO,Manual,VXI PLUS AGS Automatic,"62,077 km",1st Owner,Diesel,Jaipur,"₹8,03,399"
3284,2020 Maruti S PRESSO,Automatic,ZXI Manual,"1,69,080 km",1st Owner,Petrol,Jaipur,"₹6,30,299"
3285,2018 Maruti Wagon R 1.0,Manual,VXI Manual,"80,569 km",1st Owner,Petrol,Jaipur,"₹5,26,399"
3286,2021 Maruti S PRESSO,,VXI Manual,"6,190 km",1st Owner,Petrol,Jaipur,"₹8,82,699"
3287,2018 Maruti Wagon R 1.0,Manual,ZXI Manual,"64,228 km",1st Owner,Petrol,Jaipur,"₹7,75,799"
3288,2018 Maruti Wagon R 1.0,Manual,LXI Manual,"18,928 km",1st Owner,Petrol,Jaipur,"₹5,87,199"
3289,2018 Maruti Eeco,Manual,VXI Manual,"7,280 km",1st Owner,Petrol,Jaipur,"₹6,75,799"
3290,2018 Maruti Wagon R 1.0,Automatic,MAGNA 1.2 KAPPA VTVT Manual,"71,967 km",1st Owner,Petrol,Jaipur,"₹3,97,499"
3291,2019 Maruti Eeco,Manual,VXI Manual,"31,166 km",1st Owner,Petrol,Jaipur,"₹11,10,499"
3292,2018 Maruti Wagon R 1.0,Manual,VXI Manual,"49,702 km",1st Owner,Petrol,Jaipur,"₹8,11,599"
3293,2018 Maruti Wagon R 1.0,Manual,VXI Manual,"31,509 km",1st Owner,Petrol,Jaipur,"₹2,51,399"
3294,2017 Hyundai Grand i10,Manual,1.1 MAGNA MT Manual,"18,479 km",1st Owner,Petrol,Jaipur,"₹3,96,399"
3295,2018 Maruti Wagon R 1.0,Manual,VXI Manual,"41,043 km",2nd Owner,Petrol,Jaipur,"₹11,57,499"
3296,2018 Maruti Wagon R 1.0,Manual,VXI Manual,"1,31,802 km",1st Owner,Petrol,Jaipur,"₹7,42,699"
3297,2019 Maruti Alto K10,Manual,SPORTZ 1.1 Manual,"16,416 km",1st Owner,Petrol,Jaipur,"₹2,37,699"
3298,2017 Maruti Alto 800,Manual,5 STR WITH AC PLUSHTR Manual,"7,665 km",1st Owner,Petrol,Jaipur,"₹6,88,699"
3299,2018 Maruti Alto 800,Manual,ZXI Manual,"11,182 km",1st Owner,Petrol,Jaipur,"₹5,60,399"
3300,2019 Maruti Alto K10,Manual,5 STR WITH AC PLUSHTR Manual,"55,973 km",1st Owner,Petrol,Jaipur,"₹11,09,299"
3301,2017 Maruti Alto 800,Manual,5 STR WITH AC PLUSHTR Manual,"63,398 km",1st Owner,Petrol,Jaipur,"₹2,92,099"
3302,2018 Maruti Wagon R 1.0,Manual,5 STR WITH AC PLUSHTR Manual,"1,07,658 km",1st Owner,Petrol,Jaipur,"₹3,21,799"
3303,2019 Maruti Alto K10,Manual,VXI Manual,"60,015 km",2nd Owner,Petrol,Jaipur,"₹14,58,399"
3304,2018 Maruti Alto K10,Manual,VXI PLUS AGS Automatic,"73,621 km",1st Owner,Diesel,Jaipur,"₹6,20,299"
3305,2019 Maruti Alto K10,Manual,VXI Manual,"16,232 km",1st Owner,Diesel,Jaipur,"₹4,25,899"
3306,2017 Maruti Alto 800,Manual,VXI PLUS AGS,"48,025 km",1st Owner,Petrol,Jaipur,"₹6,35,399"
3307,2018 Maruti Alto K10,Manual,VXI PLUS Manual,"1,04,187 km",1st Owner,Petrol,Jaipur,"₹6,32,199"
3308,2019 Maruti Alto K10,Manual,VXI Manual,"20,346 km",1st Owner,Petrol,Jaipur,"₹4,98,199"
3309,2018 Maruti Alto 800,Manual,5 STR WITH AC PLUSHTR Manual,"1,93,654 km",1st Owner,Petrol,Jaipur,"₹6,16,599"
3310,2020 Maruti Alto,Manual,VXI AMT Automatic,"1,32,755 km",1st Owner,Diesel,Jaipur,"₹3,21,299"
3311,2017 Maruti Alto 800,Manual,5 STR WITH AC PLUSHTR Manual,"24,809 km",1st Owner,Petrol,Jaipur,"₹7,04,199"
3312,2018 Maruti Alto 800,Manual,VXI Manual,"7,803 km",1st Owner,Petrol,Jaipur,"₹6,43,099"
3313,2020 Maruti Alto,Manual,VXI Manual,"57,904 km",1st Owner,Diesel,Jaipur,"₹9,12,299"
3314,2020 Maruti Alto,Manual,SPORTS 1.2 VTVT Manual,"25,648 km",1st Owner,Petrol,Jaipur,"₹5,73,399"
3315,2018 Maruti Alto 800,Manual,VXI Manual,"1,09,400 km",1st Owner,Petrol,Jaipur,"₹22,21,399"
3316,2019 Maruti Alto K10,Manual,VXI Manual,"42,072 km",1st Owner,Diesel,Jaipur,"₹5,65,899"
3317,2021 Maruti Alto,Manual,VXI Manual,"28,319 km",1st Owner,Petrol,Jaipur,"₹2,61,999"
3318,2020 Maruti Alto,Manual,LXI Manual,"32,710 km",1st Owner,Petrol,Jaipur,"₹6,73,099"
3319,2019 Maruti Alto K10,Manual,LXI Manual,"10,185 km",1st Owner,Petrol,Jaipur,"₹5,34,499"
3320,2019 Maruti Alto 800,Manual,VXI Manual,"13,469 km",1st Owner,Petrol,Jaipur,"₹5,68,699"
3321,2016 Maruti Swift,Manual,LXI Manual,"85,592 km",2nd Owner,Diesel,Jaipur,"₹5,82,299"
3322,2017 Volkswagen Vento,,VXI Manual,"77,869 km",1st Owner,Petrol,Jaipur,"₹7,38,499"
3323,2019 Hyundai Elite i20,Manual,VXI Manual,"10,227 km",1st Owner,Petrol,Jaipur,"₹9,19,799"
3324,2014 Ford Ecosport,Manual,VXI Manual,"57,972 km",1st Owner,Petrol,Jaipur,"₹4,31,399"
3325,2016 Hyundai Elite i20,Manual,VXI Manual,"85,830 km",1st Owner,Petrol,Jaipur,"₹11,04,099"
3326,2016 Maruti Swift Dzire,Manual,LXI Manual,"99,598 km",1st Owner,Petrol,Jaipur,"₹11,69,799"
3327,2013 Maruti Swift Dzire,Manual,VXI Manual,"10,268 km",1st Owner,Diesel,Jaipur,"₹9,71,999"
3328,2015 Ford New Figo,Manual,VXI Manual,"11,627 km",1st Owner,Petrol,Jaipur,"₹7,59,099"
3329,2017 Tata Tiago,Manual,VXI Manual,"5,484 km",1st Owner,Diesel,Jaipur,"₹7,44,299"
3330,2010 Honda City,Manual,LXI Manual,"14,196 km",1st Owner,Diesel,Jaipur,"₹6,31,699"
3331,2014 Renault Duster,Manual,LXI Manual,"20,692 km",1st Owner,Petrol,Jaipur,"₹4,60,299"
3332,2015 Ford Ecosport,Manual,LXI Manual,"34,663 km",1st Owner,Petrol,Jaipur,"₹7,30,199"
3333,2016 Ford Ecosport,Manual,LXI Manual,"24,801 km",1st Owner,Petrol,Jaipur,"₹5,87,299"
3334,2012 Hyundai i20,Manual,LXI Manual,"15,683 km",1st Owner,Petrol,Jaipur,"₹16,61,699"
3335,2015 Ford Ecosport,Manual,LXI Manual,"49,238 km",2nd Owner,Diesel,Jaipur,"₹5,13,799"
3336,2021 Maruti Vitara Brezza,Manual,VXI Manual,"38,206 km",1st Owner,Petrol,Jaipur,"₹6,42,599"
3337,2018 Maruti Celerio,Automatic,VXI Manual,"47,252 km",1st Owner,Petrol,Jaipur,"₹4,15,899"
3338,2019 Hyundai Verna,Manual,VXI Manual,"6,358 km",1st Owner,Petrol,Jaipur,"₹6,24,399"
3339,2016 Hyundai Creta,Manual,VXI Manual,"29,293 km",1st Owner,Petrol,Jaipur,"₹5,07,099"
3340,2014 Volkswagen Polo,Manual,LXI Manual,"12,858 km",1st Owner,Petrol,Jaipur,"₹6,11,999"
3341,2013 Maruti Alto 800,Manual,VDI Manual,"7,947 km",1st Owner,Petrol,Jaipur,"₹10,74,999"
3342,2014 Hyundai i10,Manual,1.2 TSI HIGHLINE PLUS AT,"10,654 km",1st Owner,Petrol,Jaipur,"₹5,92,299"
3343,2018 Renault Kwid,Manual,1.2 SPORTS PLUS VTVT Manual,"10,490 km",1st Owner,Petrol,Jaipur,"₹5,71,999"
3344,2016 Hyundai Eon,Manual,1.5TITANIUM TDCI Manual,"1,661 km",1st Owner,Petrol,Jaipur,"₹5,35,499"
3345,2018 Renault Kwid,Manual,SPORTZ 1.2 Manual,"14,187 km",1st Owner,Petrol,Jaipur,"₹10,94,699"
3346,2020 Maruti Alto,Manual,LXI OPT Manual,822 km,1st Owner,Petrol,Jaipur,"₹9,74,499"
3347,2019 Maruti New Wagon-R,,VDI Manual,"24,462 km",1st Owner,Petrol,Jaipur,"₹2,96,599"
3348,2018 Honda WR-V,Manual,1.5 TREND Manual,"31,829 km",1st Owner,Petrol,Jaipur,"₹3,87,399"
3349,2019 Maruti Swift,Manual,XT 1.2 REVOTRON Manual,"18,637 km",1st Owner,Petrol,Jaipur,"₹10,11,099"
3350,2017 Hyundai Eon,Manual,S MT PETROL Manual,"28,807 km",1st Owner,Petrol,Jaipur,"₹11,54,099"
3351,2019 Maruti Dzire,Manual,85 PS RXE Manual,"23,648 km",3rd Owner,Petrol,Jaipur,"₹3,19,999"
3352,2017 Hyundai Grand i10,Manual,1.5 TREND TDCI Manual,"24,442 km",1st Owner,Petrol,Jaipur,"₹8,14,099"
3353,2013 Maruti Swift,Manual,1.5 TITANIUM TI VCT Manual,"12,467 km",1st Owner,Petrol,Ludhiana,"₹8,12,399"
3354,2016 Maruti Swift Dzire,Manual,SPORTZ O 1.4 CRDI Manual,"78,139 km",2nd Owner,Petrol,Ludhiana,"₹17,69,199"
3355,2016 Ford Endeavour,Automatic,1.0 ECOBOOST TITANIUM Manual,"53,274 km",2nd Owner,Petrol,Ludhiana,"₹3,16,499"
3356,2016 Maruti Vitara Brezza,Manual,LXI Manual,"40,773 km",1st Owner,Petrol,Ludhiana,"₹6,38,099"
3357,2018 Maruti Swift,Manual,ZXI AMT Automatic,"46,798 km",1st Owner,Petrol,Ludhiana,"₹3,22,899"
3358,2017 Maruti IGNIS,Manual,1.6 CRDI SX Manual,"24,978 km",1st Owner,Petrol,Ludhiana,"₹6,78,299"
3359,2018 Maruti Dzire,Manual,1.4 S PLUS CRDI Manual,"50,205 km",1st Owner,Petrol,Ludhiana,"₹6,80,999"
3360,2018 Hyundai New Elantra,Automatic,COMFORTLINE 1.2L PETROL Manual,"31,324 km",1st Owner,Petrol,Ludhiana,"₹4,31,599"
3361,2017 Maruti Vitara Brezza,Manual,LXI Manual,"13,461 km",1st Owner,Petrol,Ludhiana,"₹6,71,399"
3362,2020 Maruti S PRESSO,Manual,SPORTZ 1.1 IRDE2 Manual,"84,146 km",1st Owner,Petrol,Ludhiana,"₹4,78,599"
3363,2017 Hyundai Verna,Manual,RXL Manual,"39,331 km",1st Owner,Petrol,Ludhiana,"₹2,49,899"
3364,2012 Toyota Fortuner,Automatic,ERA PLUS Manual,"51,889 km",1st Owner,Petrol,Ludhiana,"₹4,01,099"
3365,2012 Toyota Etios,Manual,RXL Manual,"30,352 km",1st Owner,Petrol,Ludhiana,"₹6,74,899"
3366,2019 Hyundai Elite i20,Manual,LXI Manual,"23,380 km",1st Owner,Petrol,Ludhiana,"₹6,48,299"
3367,2012 Maruti Swift,Manual,VXI 1.0,"46,485 km",2nd Owner,Petrol,Ludhiana,"₹8,41,499"
3368,2013 Maruti Swift Dzire,Manual,1.5 i-DTEC VX MT Manual,"11,809 km",1st Owner,Petrol,Ludhiana,"₹6,66,199"
3369,2014 Maruti Swift Dzire,Manual,VXI Manual,"27,651 km",1st Owner,Petrol,Ludhiana,"₹6,46,299"
3370,2020 Hyundai VENUE,Manual,ERA PLUS Manual,"7,863 km",1st Owner,Petrol,Ludhiana,"₹9,29,099"
3371,2015 Maruti Ciaz,Manual,VDI Manual,"11,402 km",1st Owner,Petrol,Ludhiana,"₹6,11,199"
3372,2018 Volkswagen Ameo,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"44,704 km",1st Owner,Petrol,Ludhiana,"₹4,38,399"
3373,2017 Hyundai Elite i20,Manual,VDI Manual,"18,485 km",1st Owner,Petrol,Ludhiana,"₹6,50,299"
3374,2018 Maruti Vitara Brezza,Manual,VDI ABS Manual,"7,695 km",1st Owner,Petrol,Ludhiana,"₹4,96,499"
3375,2018 Maruti Vitara Brezza,Manual,3.2l 4X4 AT Titanium Automatic,"32,403 km",1st Owner,Petrol,Ludhiana,"₹7,62,599"
